Source.Port,Destination.Port,URG.Flag.Count,min_seg_size_forward,L7Protocol,ProtocolName
59728,3128,1,20,130,HTTP_CONNECT
34849,443,1,32,91,SSL
51803,3128,0,20,130,HTTP_CONNECT
54519,3128,0,32,130,HTTP_CONNECT
45648,80,1,32,7,HTTP
443,56348,0,32,91,SSL
36190,80,0,32,7,HTTP
50023,3128,0,20,147,WINDOWS_UPDATE
3128,49724,0,20,7,HTTP
53545,3128,0,20,130,HTTP_CONNECT
2505,3128,1,32,130,HTTP_CONNECT
443,50181,0,32,91,SSL
50024,3128,0,20,130,HTTP_CONNECT
38974,443,0,32,178,AMAZON
56314,8089,0,32,7,HTTP
3128,61393,0,20,131,HTTP_PROXY
53071,3128,0,20,126,GOOGLE
48769,80,0,32,7,HTTP
54856,80,1,32,126,GOOGLE
44380,443,0,32,122,GMAIL
53629,443,0,32,124,YOUTUBE
49884,443,0,32,124,YOUTUBE
59179,443,0,32,91,SSL
54749,3128,1,20,126,GOOGLE
59221,443,1,32,124,YOUTUBE
50759,3128,1,20,131,HTTP_PROXY
50543,3128,0,20,126,GOOGLE
2418,3128,1,20,126,GOOGLE
35306,443,0,32,126,GOOGLE
43105,443,0,32,91,SSL
3128,49593,1,32,7,HTTP
3128,58394,1,20,7,HTTP
43348,80,1,32,7,HTTP
3128,3027,0,20,7,HTTP
3128,53164,0,20,131,HTTP_PROXY
50596,3128,0,20,131,HTTP_PROXY
3128,51722,1,20,7,HTTP
55984,443,0,32,126,GOOGLE
3128,52918,1,20,7,HTTP
55099,3128,0,20,130,HTTP_CONNECT
37553,443,0,32,126,GOOGLE
60010,443,0,32,91,SSL
38265,443,0,32,126,GOOGLE
53815,3128,0,20,130,HTTP_CONNECT
51458,3128,0,20,130,HTTP_CONNECT
3128,51301,0,20,7,HTTP
48511,443,1,32,126,GOOGLE
53552,443,0,32,126,GOOGLE
52438,3128,0,20,131,HTTP_PROXY
64780,3128,0,20,130,HTTP_CONNECT
4331,3128,0,20,126,GOOGLE
36165,443,0,32,124,YOUTUBE
59141,3128,0,20,130,HTTP_CONNECT
58048,443,0,32,91,SSL
57435,3128,0,20,130,HTTP_CONNECT
59813,3128,0,20,126,GOOGLE
54819,443,1,32,126,GOOGLE
59537,80,1,32,7,HTTP
50396,3128,0,20,130,HTTP_CONNECT
44926,443,0,32,126,GOOGLE
64345,3128,0,20,126,GOOGLE
50022,3128,0,20,126,GOOGLE
57240,443,0,32,91,SSL
49414,3128,0,20,126,GOOGLE
80,38267,0,32,7,HTTP
58581,3128,0,20,126,GOOGLE
3128,50934,1,20,131,HTTP_PROXY
3128,61730,0,20,131,HTTP_PROXY
33442,443,1,32,91,SSL
52435,443,0,32,91,SSL
443,51304,0,32,126,GOOGLE
52675,80,0,32,7,HTTP
51415,3128,1,20,131,HTTP_PROXY
54138,3128,0,20,130,HTTP_CONNECT
56332,443,0,32,91,SSL
34392,443,0,32,126,GOOGLE
59138,3128,0,20,130,HTTP_CONNECT
1251,3128,1,20,126,GOOGLE
52252,3128,0,32,131,HTTP_PROXY
443,59362,0,32,126,GOOGLE
55073,3128,1,20,130,HTTP_CONNECT
52026,443,0,32,126,GOOGLE
56423,443,0,32,178,AMAZON
60381,443,0,32,91,SSL
18647,3128,0,20,131,HTTP_PROXY
53824,3128,0,20,130,HTTP_CONNECT
3128,61872,1,20,7,HTTP
0,0,0,0,81,IP_ICMP
52316,3128,0,20,126,GOOGLE
3128,60155,1,20,131,HTTP_PROXY
50447,80,0,32,7,HTTP
53965,3128,0,20,7,HTTP
3128,4131,1,32,7,HTTP
44227,443,1,32,124,YOUTUBE
52923,3128,0,20,147,WINDOWS_UPDATE
41486,443,0,32,126,GOOGLE
34688,443,0,32,91,SSL
54316,3128,0,32,124,YOUTUBE
52464,443,0,32,126,GOOGLE
50522,3128,1,32,130,HTTP_CONNECT
49984,3128,0,20,126,GOOGLE
443,56886,0,32,126,GOOGLE
39221,80,1,32,7,HTTP
55000,443,0,32,125,SKYPE
49739,443,1,32,126,GOOGLE
53917,443,0,32,126,GOOGLE
56680,443,1,32,126,GOOGLE
80,59900,0,32,68,MSN
55521,443,0,32,126,GOOGLE
3128,50037,0,20,131,HTTP_PROXY
55014,443,1,32,119,FACEBOOK
3128,51471,1,32,7,HTTP
58559,80,0,32,7,HTTP
48014,443,0,32,91,SSL
62251,3128,0,20,131,HTTP_PROXY
60274,3128,0,20,126,GOOGLE
56986,443,1,32,126,GOOGLE
443,55127,1,32,126,GOOGLE
55224,3128,0,20,131,HTTP_PROXY
3128,49753,1,20,7,HTTP
39038,80,0,32,7,HTTP
38644,443,0,32,124,YOUTUBE
55301,443,0,32,126,GOOGLE
35483,443,1,32,91,SSL
50872,3128,0,20,126,GOOGLE
40665,80,0,32,7,HTTP
2859,3128,1,32,130,HTTP_CONNECT
64577,3128,0,20,130,HTTP_CONNECT
3128,51768,1,20,7,HTTP
60701,3128,0,20,131,HTTP_PROXY
46225,443,0,32,91,SSL
3128,50799,1,32,7,HTTP
45849,443,1,32,91,SSL
3128,59528,1,20,7,HTTP
3128,51967,1,32,131,HTTP_PROXY
50670,3128,0,20,131,HTTP_PROXY
49558,3128,0,20,130,HTTP_CONNECT
3128,53997,1,20,131,HTTP_PROXY
3128,49780,1,20,7,HTTP
34803,443,0,32,91,SSL
41250,443,0,32,91,SSL
3276,3128,0,32,130,HTTP_CONNECT
43917,443,1,32,91,SSL
55714,443,0,32,126,GOOGLE
53179,3128,0,20,130,HTTP_CONNECT
35931,443,0,20,91,SSL
40958,443,0,32,91,SSL
36696,80,0,32,7,HTTP
56457,3128,0,20,131,HTTP_PROXY
55996,443,0,32,126,GOOGLE
50030,3128,0,20,131,HTTP_PROXY
53294,3128,0,20,126,GOOGLE
60090,80,0,32,178,AMAZON
47371,443,0,20,70,YAHOO
443,40993,0,32,126,GOOGLE
3128,54132,1,20,7,HTTP
51016,443,0,32,126,GOOGLE
55318,80,0,32,7,HTTP
53482,3128,0,32,130,HTTP_CONNECT
50557,3128,1,20,131,HTTP_PROXY
43753,443,0,32,126,GOOGLE
60952,3128,0,20,131,HTTP_PROXY
57399,443,0,32,126,GOOGLE
52591,3128,0,20,130,HTTP_CONNECT
3128,50652,1,20,7,HTTP
3128,51344,0,20,7,HTTP
50592,3128,0,20,126,GOOGLE
3128,49659,0,20,131,HTTP_PROXY
43533,443,1,32,126,GOOGLE
35755,80,0,32,7,HTTP
50373,3128,0,20,131,HTTP_PROXY
53207,443,0,32,126,GOOGLE
58738,443,0,32,91,SSL
3128,52386,1,20,7,HTTP
46011,443,0,32,91,SSL
3128,58763,1,20,7,HTTP
50021,3128,0,20,130,HTTP_CONNECT
1148,3128,0,32,130,HTTP_CONNECT
49754,3128,0,20,126,GOOGLE
41743,80,0,32,7,HTTP
3128,54630,0,20,7,HTTP
59249,443,0,32,126,GOOGLE
47296,443,1,32,119,FACEBOOK
54820,3128,0,20,126,GOOGLE
59921,80,1,32,126,GOOGLE
3128,54280,0,20,7,HTTP
50931,3128,0,20,130,HTTP_CONNECT
41722,443,0,32,126,GOOGLE
56278,3128,0,20,131,HTTP_PROXY
55615,3128,1,20,212,MICROSOFT
3128,52876,0,20,131,HTTP_PROXY
40533,443,0,32,126,GOOGLE
49630,3128,0,20,131,HTTP_PROXY
80,50868,0,32,7,HTTP
3128,60011,1,20,131,HTTP_PROXY
49403,3128,0,20,126,GOOGLE
37533,80,0,32,126,GOOGLE
50602,443,0,32,70,YAHOO
50992,3128,0,20,131,HTTP_PROXY
3128,51243,1,20,131,HTTP_PROXY
36970,3128,0,20,126,GOOGLE
3128,54317,0,20,131,HTTP_PROXY
60287,3128,0,20,131,HTTP_PROXY
58692,3128,0,20,130,HTTP_CONNECT
3128,50380,0,32,131,HTTP_PROXY
3128,49772,0,20,131,HTTP_PROXY
49447,3128,0,20,131,HTTP_PROXY
49375,3128,0,20,126,GOOGLE
3128,54540,1,32,7,HTTP
80,48248,0,32,7,HTTP
52159,443,0,20,91,SSL
54980,3128,0,32,131,HTTP_PROXY
51086,3128,0,20,131,HTTP_PROXY
57250,443,0,20,91,SSL
1279,3128,0,32,130,HTTP_CONNECT
1976,3128,0,20,131,HTTP_PROXY
57085,3128,0,20,122,GMAIL
52090,3128,0,20,130,HTTP_CONNECT
53509,3128,0,20,131,HTTP_PROXY
3128,50165,1,32,7,HTTP
52485,443,0,32,91,SSL
53993,3128,1,20,68,MSN
59968,443,1,32,91,SSL
50690,3128,1,20,147,WINDOWS_UPDATE
58179,3128,0,20,126,GOOGLE
3128,52369,1,20,7,HTTP
61254,3128,1,20,130,HTTP_CONNECT
49730,3128,0,20,7,HTTP
54808,3128,0,20,126,GOOGLE
49464,3128,1,32,130,HTTP_CONNECT
47053,80,1,32,7,HTTP
42645,443,1,32,126,GOOGLE
3128,55940,0,20,7,HTTP
35392,443,0,32,126,GOOGLE
56052,443,1,32,124,YOUTUBE
49594,80,0,32,211,INSTAGRAM
3128,63335,1,20,7,HTTP
44397,443,0,32,126,GOOGLE
38266,443,1,32,126,GOOGLE
54951,443,0,32,91,SSL
39707,443,1,32,126,GOOGLE
3128,50378,1,20,131,HTTP_PROXY
443,38053,1,32,126,GOOGLE
3128,58499,0,20,131,HTTP_PROXY
3128,57442,1,20,7,HTTP
1572,3128,0,20,131,HTTP_PROXY
3128,55245,1,20,7,HTTP
3128,3867,0,20,131,HTTP_PROXY
37679,80,0,32,7,HTTP
3128,49832,0,20,131,HTTP_PROXY
36725,443,0,32,126,GOOGLE
34436,443,1,32,119,FACEBOOK
3128,1735,0,20,7,HTTP
3128,54563,0,20,131,HTTP_PROXY
41750,80,0,32,126,GOOGLE
50567,3128,0,20,126,GOOGLE
51162,3128,0,32,121,DROPBOX
53422,3128,0,20,130,HTTP_CONNECT
50781,3128,0,32,147,WINDOWS_UPDATE
80,57745,0,32,7,HTTP
45221,80,1,32,7,HTTP
55785,443,0,32,124,YOUTUBE
51905,443,1,20,91,SSL
3128,51220,0,20,7,HTTP
49303,443,0,32,126,GOOGLE
33744,443,0,32,125,SKYPE
3128,3645,0,32,7,HTTP
52244,3128,0,20,131,HTTP_PROXY
51859,3128,0,32,147,WINDOWS_UPDATE
44220,443,0,32,91,SSL
52825,443,0,32,126,GOOGLE
46440,443,0,32,126,GOOGLE
3128,49358,0,20,121,DROPBOX
47831,443,1,32,91,SSL
3254,3128,1,20,124,YOUTUBE
443,52673,0,32,126,GOOGLE
51670,3128,1,32,7,HTTP
443,52315,0,32,91,SSL
49848,3128,0,20,131,HTTP_PROXY
49565,3128,0,20,126,GOOGLE
3128,55442,1,20,7,HTTP
41052,443,0,32,124,YOUTUBE
3128,55173,1,20,7,HTTP
58141,443,0,32,126,GOOGLE
51166,3128,0,20,147,WINDOWS_UPDATE
57442,3128,0,20,131,HTTP_PROXY
3128,1611,1,32,7,HTTP
53744,443,0,32,125,SKYPE
3128,53654,1,20,7,HTTP
3128,1448,1,20,7,HTTP
37065,80,1,32,7,HTTP
3128,53176,1,20,7,HTTP
57404,443,0,20,91,SSL
49933,443,0,32,126,GOOGLE
57290,80,0,32,7,HTTP
65445,3128,0,20,124,YOUTUBE
65396,3128,0,20,130,HTTP_CONNECT
51116,443,0,32,178,AMAZON
38576,443,0,32,120,TWITTER
53107,3128,0,20,147,WINDOWS_UPDATE
63687,3128,0,20,7,HTTP
59018,3128,0,20,130,HTTP_CONNECT
51771,3128,0,20,131,HTTP_PROXY
48135,80,1,32,7,HTTP
39866,80,0,32,40,CONTENT_FLASH
57805,443,1,32,124,YOUTUBE
3128,60145,0,20,131,HTTP_PROXY
49596,3128,0,20,131,HTTP_PROXY
443,43545,0,32,126,GOOGLE
36983,443,0,32,91,SSL
49629,3128,0,20,126,GOOGLE
56368,3128,0,20,130,HTTP_CONNECT
54180,3128,0,20,126,GOOGLE
3128,65410,0,20,131,HTTP_PROXY
60913,80,1,32,7,HTTP
3128,50131,0,20,131,HTTP_PROXY
3128,53713,1,20,131,HTTP_PROXY
3128,50544,1,20,131,HTTP_PROXY
38284,443,0,32,91,SSL
3128,54976,1,20,131,HTTP_PROXY
36304,443,0,32,126,GOOGLE
3128,52757,1,20,7,HTTP
52226,80,0,32,178,AMAZON
54933,3128,0,20,147,WINDOWS_UPDATE
50769,443,1,32,126,GOOGLE
34702,443,0,32,126,GOOGLE
58083,3128,0,20,131,HTTP_PROXY
57045,80,0,32,7,HTTP
57467,80,1,32,220,CLOUDFLARE
51534,3128,0,20,212,MICROSOFT
49786,3128,0,20,126,GOOGLE
3128,64641,1,20,7,HTTP
50074,3128,0,20,120,TWITTER
38577,443,0,32,91,SSL
35914,443,0,32,126,GOOGLE
55632,3128,0,20,130,HTTP_CONNECT
3128,49465,0,20,131,HTTP_PROXY
443,41630,0,32,126,GOOGLE
57604,3128,0,20,126,GOOGLE
37287,443,0,32,91,SSL
57213,443,0,32,91,SSL
51852,3128,0,20,126,GOOGLE
38594,443,0,32,91,SSL
43754,80,0,32,7,HTTP
50297,3128,0,20,126,GOOGLE
36226,80,0,32,68,MSN
38017,443,0,32,124,YOUTUBE
1113,3128,0,20,126,GOOGLE
52743,3128,1,20,126,GOOGLE
3128,50953,0,20,7,HTTP
3128,51238,0,20,7,HTTP
443,60057,0,32,126,GOOGLE
443,58134,0,32,126,GOOGLE
53400,3128,0,20,131,HTTP_PROXY
33781,443,0,32,126,GOOGLE
52177,3128,0,20,131,HTTP_PROXY
443,38812,0,32,126,GOOGLE
52733,443,0,32,91,SSL
58350,80,0,32,126,GOOGLE
33746,80,0,32,7,HTTP
47971,443,0,20,91,SSL
1758,3128,1,20,126,GOOGLE
3128,58895,1,20,7,HTTP
48294,80,0,32,178,AMAZON
58758,443,0,32,123,GOOGLE_MAPS
48838,80,1,32,7,HTTP
2143,3128,0,20,131,HTTP_PROXY
51506,3128,0,20,126,GOOGLE
57119,3128,0,20,126,GOOGLE
39897,80,0,32,40,CONTENT_FLASH
3128,55199,1,20,131,HTTP_PROXY
3128,60094,0,20,131,HTTP_PROXY
33855,443,0,32,91,SSL
3128,50636,1,20,7,HTTP
3128,54480,0,20,131,HTTP_PROXY
55560,443,0,32,91,SSL
51145,3128,1,20,131,HTTP_PROXY
52670,3128,0,20,131,HTTP_PROXY
1242,3128,0,20,131,HTTP_PROXY
49559,3128,0,20,126,GOOGLE
3128,50548,0,32,131,HTTP_PROXY
60884,443,0,32,126,GOOGLE
50835,3128,0,20,126,GOOGLE
51328,3128,0,20,131,HTTP_PROXY
46486,80,1,32,7,HTTP
38292,80,0,32,7,HTTP
50677,3128,0,20,130,HTTP_CONNECT
54891,3128,0,20,130,HTTP_CONNECT
443,46332,1,32,126,GOOGLE
63498,3128,1,20,7,HTTP
48602,443,0,32,126,GOOGLE
34685,443,1,32,91,SSL
64076,3128,0,20,120,TWITTER
3128,50598,1,20,7,HTTP
49759,3128,0,32,130,HTTP_CONNECT
3128,52788,1,20,7,HTTP
443,43576,0,32,121,DROPBOX
35258,443,0,32,126,GOOGLE
53821,3128,0,20,126,GOOGLE
54942,443,0,32,91,SSL
3128,52895,1,32,7,HTTP
54144,3128,0,20,131,HTTP_PROXY
47157,443,0,32,126,GOOGLE
34204,3128,1,32,126,GOOGLE
35465,443,0,32,91,SSL
51385,2221,0,32,7,HTTP
3128,52212,1,20,7,HTTP
50694,3128,0,20,131,HTTP_PROXY
45829,443,0,32,126,GOOGLE
3128,57297,1,20,7,HTTP
3128,51415,1,32,7,HTTP
44909,80,0,32,7,HTTP
56709,80,0,32,126,GOOGLE
49851,3128,0,20,126,GOOGLE
443,42921,0,32,91,SSL
52255,3128,0,20,131,HTTP_PROXY
443,38216,0,32,126,GOOGLE
48375,443,0,32,126,GOOGLE
53284,443,1,32,119,FACEBOOK
59536,443,0,32,91,SSL
49917,3128,0,20,131,HTTP_PROXY
80,35274,0,32,7,HTTP
51804,3128,0,32,131,HTTP_PROXY
50544,3128,0,20,91,SSL
3128,54023,1,20,7,HTTP
51900,3128,0,20,126,GOOGLE
54715,443,0,32,120,TWITTER
61832,3128,0,20,130,HTTP_CONNECT
3541,3128,0,20,126,GOOGLE
36362,443,1,32,126,GOOGLE
3128,30391,0,20,131,HTTP_PROXY
52542,3128,0,20,131,HTTP_PROXY
48014,443,0,32,126,GOOGLE
49993,443,0,32,91,SSL
80,56783,0,32,7,HTTP
4160,3128,0,20,126,GOOGLE
3128,50089,1,20,7,HTTP
50160,3128,1,20,130,HTTP_CONNECT
52467,80,0,32,7,HTTP
52191,3128,0,20,124,YOUTUBE
443,47562,0,32,126,GOOGLE
44799,443,0,32,133,NETFLIX
37431,80,0,32,178,AMAZON
64088,3128,0,20,130,HTTP_CONNECT
3128,51593,1,20,7,HTTP
51390,443,1,32,212,MICROSOFT
50749,443,1,32,126,GOOGLE
52017,3128,0,20,126,GOOGLE
3128,4525,1,20,7,HTTP
43933,443,0,32,91,SSL
3128,49407,1,20,7,HTTP
63171,3128,0,20,131,HTTP_PROXY
56612,80,1,32,212,MICROSOFT
51801,3128,0,20,130,HTTP_CONNECT
51580,3128,0,20,130,HTTP_CONNECT
38673,80,0,32,7,HTTP
51416,80,0,32,178,AMAZON
3128,33121,1,32,7,HTTP
2179,3128,0,20,131,HTTP_PROXY
50905,3128,0,20,147,WINDOWS_UPDATE
37712,443,0,32,124,YOUTUBE
56587,3128,0,20,124,YOUTUBE
51521,3128,0,20,124,YOUTUBE
35294,80,0,32,126,GOOGLE
47955,443,1,32,91,SSL
43392,443,0,32,126,GOOGLE
36078,443,0,32,124,YOUTUBE
37605,443,0,32,91,SSL
56859,3128,0,20,131,HTTP_PROXY
4988,3128,0,20,130,HTTP_CONNECT
54502,3128,0,20,126,GOOGLE
50896,3128,0,20,124,YOUTUBE
51853,80,0,32,178,AMAZON
51023,3128,0,20,131,HTTP_PROXY
60395,3128,0,32,130,HTTP_CONNECT
64583,3128,0,20,119,FACEBOOK
50544,3128,0,20,131,HTTP_PROXY
47697,80,1,32,178,AMAZON
41592,80,1,32,126,GOOGLE
63771,3128,0,20,126,GOOGLE
52686,3128,0,32,131,HTTP_PROXY
443,45215,0,32,126,GOOGLE
53967,3128,1,20,131,HTTP_PROXY
53894,3128,1,20,130,HTTP_CONNECT
49145,80,0,32,7,HTTP
51610,3128,0,20,131,HTTP_PROXY
47405,443,0,32,126,GOOGLE
55120,3128,0,20,130,HTTP_CONNECT
53312,443,0,32,126,GOOGLE
61784,3128,0,20,131,HTTP_PROXY
41832,443,0,20,91,SSL
48844,443,1,32,91,SSL
49522,3128,0,20,126,GOOGLE
60828,443,1,32,126,GOOGLE
41990,443,0,32,126,GOOGLE
3128,33859,1,32,7,HTTP
3128,54512,0,20,131,HTTP_PROXY
3128,49969,1,20,7,HTTP
3128,3589,1,32,7,HTTP
51707,3128,0,20,126,GOOGLE
49536,3128,0,20,131,HTTP_PROXY
46399,443,1,32,126,GOOGLE
50993,3128,1,20,131,HTTP_PROXY
443,60439,0,32,126,GOOGLE
56843,443,1,32,91,SSL
50485,3128,0,20,126,GOOGLE
36977,443,0,32,122,GMAIL
61762,3128,0,20,131,HTTP_PROXY
55199,3128,0,20,131,HTTP_PROXY
45467,443,0,32,91,SSL
2110,3128,0,20,126,GOOGLE
54265,443,0,32,124,YOUTUBE
58774,443,1,32,126,GOOGLE
51112,3128,0,32,131,HTTP_PROXY
42559,443,0,32,91,SSL
52661,80,0,32,7,HTTP
3128,4732,1,20,7,HTTP
47269,443,1,20,91,SSL
34911,443,0,32,91,SSL
55206,3128,0,20,131,HTTP_PROXY
50146,3128,0,20,125,SKYPE
443,50381,0,32,121,DROPBOX
58445,3128,1,20,130,HTTP_CONNECT
50551,443,0,32,126,GOOGLE
59982,80,1,20,147,WINDOWS_UPDATE
54074,3128,0,20,130,HTTP_CONNECT
51758,3128,0,20,130,HTTP_CONNECT
50097,3128,1,20,130,HTTP_CONNECT
53433,3128,1,20,126,GOOGLE
60283,3128,0,20,131,HTTP_PROXY
3128,56685,1,20,131,HTTP_PROXY
443,57736,0,32,91,SSL
52139,3128,0,20,131,HTTP_PROXY
53386,443,1,32,91,SSL
53529,443,0,32,126,GOOGLE
33400,443,0,32,126,GOOGLE
36507,443,0,32,124,YOUTUBE
50879,3128,0,20,131,HTTP_PROXY
59938,3128,0,20,131,HTTP_PROXY
51444,443,1,32,91,SSL
58045,443,0,32,91,SSL
443,47710,0,32,126,GOOGLE
51089,3128,1,20,126,GOOGLE
51072,443,0,32,91,SSL
3128,51493,0,20,131,HTTP_PROXY
53607,3128,0,20,126,GOOGLE
80,45171,0,32,7,HTTP
43445,443,0,32,124,YOUTUBE
34159,443,0,32,126,GOOGLE
80,43266,0,32,7,HTTP
3128,51317,1,20,7,HTTP
443,49467,0,32,121,DROPBOX
52591,3128,0,20,130,HTTP_CONNECT
47119,443,0,20,91,SSL
50624,3128,0,20,126,GOOGLE
42745,80,0,32,178,AMAZON
51269,3128,0,20,176,WIKIPEDIA
42136,443,1,32,126,GOOGLE
3128,63642,1,20,7,HTTP
59501,443,0,32,91,SSL
53735,443,0,32,126,GOOGLE
50160,80,0,32,126,GOOGLE
58379,443,1,32,126,GOOGLE
2475,3128,1,20,131,HTTP_PROXY
48870,443,0,32,126,GOOGLE
52474,3128,0,32,130,HTTP_CONNECT
49450,80,0,32,7,HTTP
443,33256,0,32,126,GOOGLE
49817,3128,0,20,126,GOOGLE
53911,3128,0,20,131,HTTP_PROXY
45102,443,1,32,125,SKYPE
52380,3128,0,20,131,HTTP_PROXY
56828,3128,1,20,131,HTTP_PROXY
64893,3128,0,20,124,YOUTUBE
49887,3128,0,20,126,GOOGLE
57951,443,0,32,126,GOOGLE
60894,3128,0,20,131,HTTP_PROXY
49738,3128,0,20,126,GOOGLE
51281,3128,1,20,212,MICROSOFT
49415,3128,0,20,130,HTTP_CONNECT
61890,3128,0,20,131,HTTP_PROXY
46557,80,0,32,147,WINDOWS_UPDATE
60090,443,0,32,91,SSL
43885,443,1,32,126,GOOGLE
50520,3128,0,20,130,HTTP_CONNECT
3128,51084,1,20,130,HTTP_CONNECT
3128,1248,0,20,131,HTTP_PROXY
443,54259,0,32,91,SSL
443,57348,1,32,126,GOOGLE
51885,3128,0,20,147,WINDOWS_UPDATE
52391,3128,0,20,124,YOUTUBE
55907,443,0,32,126,GOOGLE
43422,80,0,32,178,AMAZON
80,57313,0,32,7,HTTP
3128,57425,1,20,7,HTTP
54683,3128,0,20,131,HTTP_PROXY
3128,49440,0,20,7,HTTP
57611,443,0,32,126,GOOGLE
50710,3128,1,20,130,HTTP_CONNECT
443,58773,0,32,126,GOOGLE
49305,3128,0,20,212,MICROSOFT
53192,3128,0,20,124,YOUTUBE
56365,443,0,32,126,GOOGLE
57622,3128,0,20,126,GOOGLE
3128,49396,0,20,131,HTTP_PROXY
58094,3128,0,20,147,WINDOWS_UPDATE
57406,80,0,32,126,GOOGLE
56109,3128,0,20,131,HTTP_PROXY
48778,443,0,32,91,SSL
49669,3128,0,20,126,GOOGLE
80,54631,0,32,7,HTTP
57943,3128,0,20,130,HTTP_CONNECT
62855,3128,0,20,131,HTTP_PROXY
3128,59114,0,20,7,HTTP
49750,3128,0,20,126,GOOGLE
3128,49987,1,20,7,HTTP
3128,54083,1,20,7,HTTP
3128,61036,0,20,131,HTTP_PROXY
60725,443,1,32,91,SSL
35089,443,0,32,126,GOOGLE
51953,3128,0,20,131,HTTP_PROXY
57565,3128,0,32,131,HTTP_PROXY
55750,80,1,32,178,AMAZON
52249,3128,0,20,130,HTTP_CONNECT
50189,3128,0,20,130,HTTP_CONNECT
3128,49233,0,20,131,HTTP_PROXY
48848,80,0,32,7,HTTP
36288,3128,0,20,119,FACEBOOK
58307,443,0,32,91,SSL
49636,3128,0,20,126,GOOGLE
37299,443,0,32,91,SSL
50658,3128,0,20,126,GOOGLE
443,55669,0,32,91,SSL
443,36497,0,32,126,GOOGLE
80,47142,0,32,178,AMAZON
3128,49862,1,20,7,HTTP
35237,443,0,32,125,SKYPE
44432,80,1,32,7,HTTP
3128,1261,1,20,7,HTTP
42834,443,0,32,91,SSL
55853,3128,0,20,126,GOOGLE
3128,53580,1,20,7,HTTP
50221,3128,0,20,130,HTTP_CONNECT
56952,443,1,32,124,YOUTUBE
51729,80,1,32,178,AMAZON
80,55382,0,32,7,HTTP
53018,3128,0,20,131,HTTP_PROXY
45508,443,0,32,91,SSL
80,58969,1,32,7,HTTP
60450,80,1,32,7,HTTP
50302,3128,0,20,131,HTTP_PROXY
3128,51363,0,20,131,HTTP_PROXY
57767,3128,0,20,130,HTTP_CONNECT
1670,3128,0,32,130,HTTP_CONNECT
55063,443,0,32,126,GOOGLE
58336,443,1,32,91,SSL
46350,443,1,32,124,YOUTUBE
55944,3128,0,20,126,GOOGLE
51577,3128,0,20,126,GOOGLE
3128,50791,1,20,7,HTTP
38119,443,0,32,91,SSL
50963,443,0,32,126,GOOGLE
41697,443,0,32,91,SSL
51467,3128,0,20,131,HTTP_PROXY
60938,3128,0,20,126,GOOGLE
49473,3128,0,20,126,GOOGLE
57589,443,0,32,91,SSL
443,42098,0,32,91,SSL
4648,3128,0,32,130,HTTP_CONNECT
54074,3128,0,20,130,HTTP_CONNECT
64717,3128,0,20,126,GOOGLE
51421,443,0,32,91,SSL
49221,443,0,32,126,GOOGLE
3128,49681,1,20,131,HTTP_PROXY
59802,443,0,32,126,GOOGLE
51166,443,1,20,91,SSL
59766,3128,0,20,126,GOOGLE
3128,51902,1,20,7,HTTP
41507,80,1,32,7,HTTP
54876,80,0,32,178,AMAZON
54878,80,0,32,7,HTTP
50723,3128,0,20,126,GOOGLE
63137,3128,0,20,126,GOOGLE
3128,1251,0,20,131,HTTP_PROXY
3128,56132,1,20,7,HTTP
33476,443,0,32,124,YOUTUBE
52255,3128,0,20,131,HTTP_PROXY
49893,3128,0,20,131,HTTP_PROXY
443,47968,0,32,126,GOOGLE
55401,3128,0,20,126,GOOGLE
3128,3275,0,20,7,HTTP
49596,3128,0,20,131,HTTP_PROXY
1504,3128,0,20,126,GOOGLE
49182,3128,0,20,126,GOOGLE
3128,8504,1,20,131,HTTP_PROXY
4821,3128,0,20,131,HTTP_PROXY
61664,3128,0,20,131,HTTP_PROXY
65217,3128,0,20,131,HTTP_PROXY
50246,3128,0,20,7,HTTP
4187,3128,0,20,131,HTTP_PROXY
51237,3128,0,20,126,GOOGLE
46812,443,0,32,122,GMAIL
42216,443,0,32,125,SKYPE
50843,80,0,32,7,HTTP
49782,443,1,32,119,FACEBOOK
55343,3128,0,20,126,GOOGLE
54667,3128,0,20,126,GOOGLE
54480,3128,0,20,131,HTTP_PROXY
50253,3128,0,20,131,HTTP_PROXY
55231,3128,0,20,126,GOOGLE
38636,443,0,32,125,SKYPE
3128,43427,1,32,7,HTTP
3128,3309,1,32,131,HTTP_PROXY
55941,3128,0,20,122,GMAIL
3128,55403,0,20,7,HTTP
55763,3128,0,20,212,MICROSOFT
3128,49679,0,20,131,HTTP_PROXY
3128,2802,1,20,7,HTTP
63339,3128,0,20,126,GOOGLE
4914,3128,1,32,7,HTTP
60245,3128,0,20,131,HTTP_PROXY
34003,80,0,32,147,WINDOWS_UPDATE
52562,3128,0,20,131,HTTP_PROXY
59205,443,0,20,91,SSL
3128,57587,1,20,7,HTTP
60920,3128,0,20,131,HTTP_PROXY
443,35368,0,32,126,GOOGLE
58710,443,0,32,126,GOOGLE
61728,3128,0,20,120,TWITTER
35375,443,0,32,91,SSL
4620,3128,0,20,130,HTTP_CONNECT
49375,3128,0,20,131,HTTP_PROXY
50782,3128,0,20,131,HTTP_PROXY
3128,2953,1,20,7,HTTP
51340,3128,0,20,126,GOOGLE
3128,49596,1,20,7,HTTP
35710,443,0,32,124,YOUTUBE
3128,50072,0,20,131,HTTP_PROXY
